,Year,County,Income Poverty Ratio Category,Not Insured
1842,2013,McMinn,<= 200% of Poverty,4722
1843,2013,McMinn,<= 250% of Poverty,5494
1844,2013,McMinn,<= 138% of Poverty,3409
1845,2013,McMinn,<= 400% of Poverty,6600
1846,2013,McMinn,138% to 400% of Poverty,3191
1847,2013,McNairy,All Incomes,3648
1848,2013,McNairy,<= 200% of Poverty,2436
1849,2013,McNairy,<= 250% of Poverty,2840
1850,2013,McNairy,<= 138% of Poverty,1772
1851,2013,McNairy,<= 400% of Poverty,3389
1852,2013,McNairy,138% to 400% of Poverty,1617
1853,2013,Macon,All Incomes,3707
1854,2013,Macon,<= 200% of Poverty,2531
1855,2013,Macon,<= 250% of Poverty,2913
1856,2013,Macon,<= 138% of Poverty,1864
1857,2013,Macon,<= 400% of Poverty,3457
1858,2013,Macon,138% to 400% of Poverty,1593
1859,2013,Madison,All Incomes,11936
1860,2013,Madison,<= 200% of Poverty,7659
1861,2013,Madison,<= 250% of Poverty,8866
1862,2013,Madison,<= 138% of Poverty,5484
1863,2013,Madison,<= 400% of Poverty,10833
1864,2013,Madison,138% to 400% of Poverty,5349
1865,2013,Marion,All Incomes,3488
1866,2013,Marion,<= 200% of Poverty,2154
1867,2013,Marion,<= 250% of Poverty,2547
1868,2013,Marion,<= 138% of Poverty,1583
1869,2013,Marion,<= 400% of Poverty,3181
1870,2013,Marion,138% to 400% of Poverty,1598
1871,2013,Marshall,All Incomes,4660
1872,2013,Marshall,<= 200% of Poverty,3033
1873,2013,Marshall,<= 250% of Poverty,3569
1874,2013,Marshall,<= 138% of Poverty,2224
1875,2013,Marshall,<= 400% of Poverty,4275
1876,2013,Marshall,138% to 400% of Poverty,2051
1877,2013,Maury,All Incomes,11199
1878,2013,Maury,<= 200% of Poverty,6874
1879,2013,Maury,<= 250% of Poverty,8200
1880,2013,Maury,<= 138% of Poverty,4925
1881,2013,Maury,<= 400% of Poverty,10125
1882,2013,Maury,138% to 400% of Poverty,5200
1883,2013,Meigs,All Incomes,1606
1884,2013,Meigs,<= 200% of Poverty,1073
1885,2013,Meigs,<= 250% of Poverty,1245
1886,2013,Meigs,<= 138% of Poverty,806
1887,2013,Meigs,<= 400% of Poverty,1478
1888,2013,Meigs,138% to 400% of Poverty,672
1889,2013,Monroe,All Incomes,6464
1890,2013,Monroe,<= 200% of Poverty,4352
1891,2013,Monroe,<= 250% of Poverty,5041
1892,2013,Monroe,<= 138% of Poverty,3206
1893,2013,Monroe,<= 400% of Poverty,6021
1894,2013,Monroe,138% to 400% of Poverty,2815
1895,2013,Montgomery,All Incomes,23166
1896,2013,Montgomery,<= 200% of Poverty,15029
1897,2013,Montgomery,<= 250% of Poverty,17476
1898,2013,Montgomery,<= 138% of Poverty,10329
1899,2013,Montgomery,<= 400% of Poverty,21209
1900,2013,Montgomery,138% to 400% of Poverty,10880
1901,2013,Moore,All Incomes,761
1902,2013,Moore,<= 200% of Poverty,459
1903,2013,Moore,<= 250% of Poverty,547
1904,2013,Moore,<= 138% of Poverty,329
1905,2013,Moore,<= 400% of Poverty,689
1906,2013,Moore,138% to 400% of Poverty,360
1907,2013,Morgan,All Incomes,2585
1908,2013,Morgan,<= 200% of Poverty,1716
1909,2013,Morgan,<= 250% of Poverty,2024
1910,2013,Morgan,<= 138% of Poverty,1251
1911,2013,Morgan,<= 400% of Poverty,2402
1912,2013,Morgan,138% to 400% of Poverty,1151
1913,2013,Obion,All Incomes,4213
1914,2013,Obion,<= 200% of Poverty,2738
1915,2013,Obion,<= 250% of Poverty,3199
1916,2013,Obion,<= 138% of Poverty,1998
1917,2013,Obion,<= 400% of Poverty,3872
1918,2013,Obion,138% to 400% of Poverty,1874
1919,2013,Overton,All Incomes,2987
1920,2013,Overton,<= 200% of Poverty,1983
1921,2013,Overton,<= 250% of Poverty,2303
1922,2013,Overton,<= 138% of Poverty,1473
1923,2013,Overton,<= 400% of Poverty,2792
1924,2013,Overton,138% to 400% of Poverty,1319
1925,2013,Perry,All Incomes,1195
1926,2013,Perry,<= 200% of Poverty,829
1927,2013,Perry,<= 250% of Poverty,954
1928,2013,Perry,<= 138% of Poverty,638
1929,2013,Perry,<= 400% of Poverty,1122
1930,2013,Perry,138% to 400% of Poverty,484
1931,2013,Pickett,All Incomes,741
1932,2013,Pickett,<= 200% of Poverty,508
1933,2013,Pickett,<= 250% of Poverty,587
1934,2013,Pickett,<= 138% of Poverty,373
1935,2013,Pickett,<= 400% of Poverty,690
1936,2013,Pickett,138% to 400% of Poverty,317
1937,2013,Polk,All Incomes,2312
1938,2013,Polk,<= 200% of Poverty,1511
1939,2013,Polk,<= 250% of Poverty,1769
1940,2013,Polk,<= 138% of Poverty,1128
1941,2013,Polk,<= 400% of Poverty,2132
1942,2013,Polk,138% to 400% of Poverty,1004
1943,2013,Putnam,All Incomes,11080
1944,2013,Putnam,<= 200% of Poverty,7879
1945,2013,Putnam,<= 250% of Poverty,8783
1946,2013,Putnam,<= 138% of Poverty,5921
1947,2013,Putnam,<= 400% of Poverty,10316
1948,2013,Putnam,138% to 400% of Poverty,4395
1949,2013,Rhea,All Incomes,4282
1950,2013,Rhea,<= 200% of Poverty,2869
1951,2013,Rhea,<= 250% of Poverty,3301
1952,2013,Rhea,<= 138% of Poverty,2099
1953,2013,Rhea,<= 400% of Poverty,3974
1954,2013,Rhea,138% to 400% of Poverty,1875
1955,2013,Roane,All Incomes,5738
1956,2013,Roane,<= 200% of Poverty,3613
1957,2013,Roane,<= 250% of Poverty,4242
1958,2013,Roane,<= 138% of Poverty,2547
1959,2013,Roane,<= 400% of Poverty,5157
1960,2013,Roane,138% to 400% of Poverty,2610
1961,2013,Robertson,All Incomes,9374
1962,2013,Robertson,<= 200% of Poverty,5521
1963,2013,Robertson,<= 250% of Poverty,6640
1964,2013,Robertson,<= 138% of Poverty,3927
1965,2013,Robertson,<= 400% of Poverty,8387
1966,2013,Robertson,138% to 400% of Poverty,4460
1967,2013,Rutherford,All Incomes,39925
1968,2013,Rutherford,<= 200% of Poverty,24849
1969,2013,Rutherford,<= 250% of Poverty,29338
1970,2013,Rutherford,<= 138% of Poverty,17295
1971,2013,Rutherford,<= 400% of Poverty,35829
1972,2013,Rutherford,138% to 400% of Poverty,18534
1973,2013,Scott,All Incomes,3014
1974,2013,Scott,<= 200% of Poverty,2125
1975,2013,Scott,<= 250% of Poverty,2410
1976,2013,Scott,<= 138% of Poverty,1599
1977,2013,Scott,<= 400% of Poverty,2842
1978,2013,Scott,138% to 400% of Poverty,1243
1979,2013,Sequatchie,All Incomes,1927
1980,2013,Sequatchie,<= 200% of Poverty,1284
1981,2013,Sequatchie,<= 250% of Poverty,1481
1982,2013,Sequatchie,<= 138% of Poverty,942
1983,2013,Sequatchie,<= 400% of Poverty,1763
1984,2013,Sequatchie,138% to 400% of Poverty,821
1985,2013,Sevier,All Incomes,17153
1986,2013,Sevier,<= 200% of Poverty,11131
1987,2013,Sevier,<= 250% of Poverty,12956
1988,2013,Sevier,<= 138% of Poverty,7588
1989,2013,Sevier,<= 400% of Poverty,15678
1990,2013,Sevier,138% to 400% of Poverty,8090
1991,2013,Shelby,All Incomes,141686
1992,2013,Shelby,<= 200% of Poverty,93630
1993,2013,Shelby,<= 250% of Poverty,107040
1994,2013,Shelby,<= 138% of Poverty,68363
1995,2013,Shelby,<= 400% of Poverty,127827
1996,2013,Shelby,138% to 400% of Poverty,59464
1997,2013,Smith,All Incomes,2414
1998,2013,Smith,<= 200% of Poverty,1505
1999,2013,Smith,<= 250% of Poverty,1774
2000,2013,Smith,<= 138% of Poverty,1065
2001,2013,Smith,<= 400% of Poverty,2190
2002,2013,Smith,138% to 400% of Poverty,1125
2003,2013,Stewart,All Incomes,1795
2004,2013,Stewart,<= 200% of Poverty,1184
2005,2013,Stewart,<= 250% of Poverty,1377
2006,2013,Stewart,<= 138% of Poverty,866
2007,2013,Stewart,<= 400% of Poverty,1627
2008,2013,Stewart,138% to 400% of Poverty,761
2009,2013,Sullivan,All Incomes,18458
2010,2013,Sullivan,<= 200% of Poverty,11842
2011,2013,Sullivan,<= 250% of Poverty,13765
2012,2013,Sullivan,<= 138% of Poverty,8599
2013,2013,Sullivan,<= 400% of Poverty,16784
2014,2013,Sullivan,138% to 400% of Poverty,8185
2015,2013,Sumner,All Incomes,20054
2016,2013,Sumner,<= 200% of Poverty,11459
2017,2013,Sumner,<= 250% of Poverty,13709
2018,2013,Sumner,<= 138% of Poverty,7564
2019,2013,Sumner,<= 400% of Poverty,17512
2020,2013,Sumner,138% to 400% of Poverty,9948
2021,2013,Tipton,All Incomes,7338
2022,2013,Tipton,<= 200% of Poverty,4408
2023,2013,Tipton,<= 250% of Poverty,5274
2024,2013,Tipton,<= 138% of Poverty,3084
2025,2013,Tipton,<= 400% of Poverty,6589
2026,2013,Tipton,138% to 400% of Poverty,3505
2027,2013,Trousdale,All Incomes,1200
2028,2013,Trousdale,<= 200% of Poverty,772
2029,2013,Trousdale,<= 250% of Poverty,899
2030,2013,Trousdale,<= 138% of Poverty,549
2031,2013,Trousdale,<= 400% of Poverty,1097
2032,2013,Trousdale,138% to 400% of Poverty,548
2033,2013,Unicoi,All Incomes,2315
2034,2013,Unicoi,<= 200% of Poverty,1551
2035,2013,Unicoi,<= 250% of Poverty,1775
2036,2013,Unicoi,<= 138% of Poverty,1170
2037,2013,Unicoi,<= 400% of Poverty,2142
2038,2013,Unicoi,138% to 400% of Poverty,972
2039,2013,Union,All Incomes,2866
2040,2013,Union,<= 200% of Poverty,1951
2041,2013,Union,<= 250% of Poverty,2254
2042,2013,Union,<= 138% of Poverty,1382
2043,2013,Union,<= 400% of Poverty,2668
2044,2013,Union,138% to 400% of Poverty,1286
2045,2013,Van Buren,All Incomes,805
2046,2013,Van Buren,<= 200% of Poverty,565
2047,2013,Van Buren,<= 250% of Poverty,652
2048,2013,Van Buren,<= 138% of Poverty,425
2049,2013,Van Buren,<= 400% of Poverty,755
2050,2013,Van Buren,138% to 400% of Poverty,330
2051,2013,Warren,All Incomes,6777
2052,2013,Warren,<= 200% of Poverty,4569
2053,2013,Warren,<= 250% of Poverty,5289
2054,2013,Warren,<= 138% of Poverty,3326
2055,2013,Warren,<= 400% of Poverty,6296
2056,2013,Warren,138% to 400% of Poverty,2970
2057,2013,Washington,All Incomes,15661
2058,2013,Washington,<= 200% of Poverty,10246
2059,2013,Washington,<= 250% of Poverty,11805
2060,2013,Washington,<= 138% of Poverty,7530
2061,2013,Washington,<= 400% of Poverty,14182
2062,2013,Washington,138% to 400% of Poverty,6652
2063,2013,Wayne,All Incomes,2216
2064,2013,Wayne,<= 200% of Poverty,1518
2065,2013,Wayne,<= 250% of Poverty,1743
2066,2013,Wayne,<= 138% of Poverty,1105
2067,2013,Wayne,<= 400% of Poverty,2065
2068,2013,Wayne,138% to 400% of Poverty,960
2069,2013,Weakley,All Incomes,4262
2070,2013,Weakley,<= 200% of Poverty,2890
2071,2013,Weakley,<= 250% of Poverty,3343
2072,2013,Weakley,<= 138% of Poverty,2124
2073,2013,Weakley,<= 400% of Poverty,3942
2074,2013,Weakley,138% to 400% of Poverty,1818
2075,2013,White,All Incomes,3548
2076,2013,White,<= 200% of Poverty,2405
2077,2013,White,<= 250% of Poverty,2785
2078,2013,White,<= 138% of Poverty,1731
2079,2013,White,<= 400% of Poverty,3297
2080,2013,White,138% to 400% of Poverty,1566
2081,2013,Williamson,All Incomes,15523
2082,2013,Williamson,<= 200% of Poverty,7988
2083,2013,Williamson,<= 250% of Poverty,9738
2084,2013,Williamson,<= 138% of Poverty,5004
2085,2013,Williamson,<= 400% of Poverty,12590
2086,2013,Williamson,138% to 400% of Poverty,7586
2087,2013,Wilson,All Incomes,13518
2088,2013,Wilson,<= 200% of Poverty,7595
2089,2013,Wilson,<= 250% of Poverty,9182
2090,2013,Wilson,<= 138% of Poverty,5161
2091,2013,Wilson,<= 400% of Poverty,11681
2092,2013,Wilson,138% to 400% of Poverty,6520
2093,time,,IPR_DESC,NUI_PT
2094,2014,Anderson,All Incomes,7758
2095,2014,Anderson,<= 200% of Poverty,5033
2096,2014,Anderson,<= 250% of Poverty,5818
2097,2014,Anderson,<= 138% of Poverty,3623
2098,2014,Anderson,<= 400% of Poverty,7101
2099,2014,Anderson,138% to 400% of Poverty,3478
2100,2014,Bedford,All Incomes,7354
2101,2014,Bedford,<= 200% of Poverty,4937
2102,2014,Bedford,<= 250% of Poverty,5693
2103,2014,Bedford,<= 138% of Poverty,3566
2104,2014,Bedford,<= 400% of Poverty,6812
2105,2014,Bedford,138% to 400% of Poverty,3246
2106,2014,Benton,All Incomes,1968
2107,2014,Benton,<= 200% of Poverty,1323
2108,2014,Benton,<= 250% of Poverty,1520
2109,2014,Benton,<= 138% of Poverty,989
2110,2014,Benton,<= 400% of Poverty,1824
2111,2014,Benton,138% to 400% of Poverty,835
2112,2014,Bledsoe,All Incomes,1617
2113,2014,Bledsoe,<= 200% of Poverty,1102
2114,2014,Bledsoe,<= 250% of Poverty,1259
2115,2014,Bledsoe,<= 138% of Poverty,791
2116,2014,Bledsoe,<= 400% of Poverty,1494
2117,2014,Bledsoe,138% to 400% of Poverty,703
2118,2014,Blount,All Incomes,13293
2119,2014,Blount,<= 200% of Poverty,8208
2120,2014,Blount,<= 250% of Poverty,9697
2121,2014,Blount,<= 138% of Poverty,5593
2122,2014,Blount,<= 400% of Poverty,12050
2123,2014,Blount,138% to 400% of Poverty,6457
2124,2014,Bradley,All Incomes,13220
2125,2014,Bradley,<= 200% of Poverty,8614
2126,2014,Bradley,<= 250% of Poverty,10037
2127,2014,Bradley,<= 138% of Poverty,6111
2128,2014,Bradley,<= 400% of Poverty,12129
2129,2014,Bradley,138% to 400% of Poverty,6018
2130,2014,Campbell,All Incomes,4929
2131,2014,Campbell,<= 200% of Poverty,3312
2132,2014,Campbell,<= 250% of Poverty,3792
2133,2014,Campbell,<= 138% of Poverty,2444
2134,2014,Campbell,<= 400% of Poverty,4603
2135,2014,Campbell,138% to 400% of Poverty,2159
2136,2014,Cannon,All Incomes,1712
2137,2014,Cannon,<= 200% of Poverty,1071
2138,2014,Cannon,<= 250% of Poverty,1264
2139,2014,Cannon,<= 138% of Poverty,750
2140,2014,Cannon,<= 400% of Poverty,1554
2141,2014,Cannon,138% to 400% of Poverty,804
2142,2014,Carroll,All Incomes,3006
2143,2014,Carroll,<= 200% of Poverty,2012
2144,2014,Carroll,<= 250% of Poverty,2330
2145,2014,Carroll,<= 138% of Poverty,1475
2146,2014,Carroll,<= 400% of Poverty,2780
2147,2014,Carroll,138% to 400% of Poverty,1305
2148,2014,Carter,All Incomes,7007
2149,2014,Carter,<= 200% of Poverty,4735
2150,2014,Carter,<= 250% of Poverty,5477
2151,2014,Carter,<= 138% of Poverty,3524
2152,2014,Carter,<= 400% of Poverty,6542
2153,2014,Carter,138% to 400% of Poverty,3018
2154,2014,Cheatham,All Incomes,4647
2155,2014,Cheatham,<= 200% of Poverty,2695
2156,2014,Cheatham,<= 250% of Poverty,3212
2157,2014,Cheatham,<= 138% of Poverty,1848
2158,2014,Cheatham,<= 400% of Poverty,4145
2159,2014,Cheatham,138% to 400% of Poverty,2297
2160,2014,Chester,All Incomes,1828
2161,2014,Chester,<= 200% of Poverty,1163
2162,2014,Chester,<= 250% of Poverty,1381
2163,2014,Chester,<= 138% of Poverty,836
2164,2014,Chester,<= 400% of Poverty,1680
2165,2014,Chester,138% to 400% of Poverty,844
2166,2014,Claiborne,All Incomes,3648
2167,2014,Claiborne,<= 200% of Poverty,2422
2168,2014,Claiborne,<= 250% of Poverty,2806
2169,2014,Claiborne,<= 138% of Poverty,1747
2170,2014,Claiborne,<= 400% of Poverty,3404
2171,2014,Claiborne,138% to 400% of Poverty,1657
2172,2014,Clay,All Incomes,947
2173,2014,Clay,<= 200% of Poverty,659
2174,2014,Clay,<= 250% of Poverty,755
2175,2014,Clay,<= 138% of Poverty,507
2176,2014,Clay,<= 400% of Poverty,892
2177,2014,Clay,138% to 400% of Poverty,385
2178,2014,Cocke,All Incomes,4267
2179,2014,Cocke,<= 200% of Poverty,2964
2180,2014,Cocke,<= 250% of Poverty,3390
2181,2014,Cocke,<= 138% of Poverty,2274
2182,2014,Cocke,<= 400% of Poverty,4013
2183,2014,Cocke,138% to 400% of Poverty,1739
2184,2014,Coffee,All Incomes,6502
2185,2014,Coffee,<= 200% of Poverty,4280
2186,2014,Coffee,<= 250% of Poverty,4929
2187,2014,Coffee,<= 138% of Poverty,3100
2188,2014,Coffee,<= 400% of Poverty,5984
2189,2014,Coffee,138% to 400% of Poverty,2884
2190,2014,Crockett,All Incomes,2167
2191,2014,Crockett,<= 200% of Poverty,1410
2192,2014,Crockett,<= 250% of Poverty,1655
2193,2014,Crockett,<= 138% of Poverty,1014
2194,2014,Crockett,<= 400% of Poverty,2010
2195,2014,Crockett,138% to 400% of Poverty,996
2196,2014,Cumberland,All Incomes,6623
2197,2014,Cumberland,<= 200% of Poverty,4375
2198,2014,Cumberland,<= 250% of Poverty,5115
2199,2014,Cumberland,<= 138% of Poverty,3094
2200,2014,Cumberland,<= 400% of Poverty,6147
2201,2014,Cumberland,138% to 400% of Poverty,3053
2202,2014,Davidson,All Incomes,93801
2203,2014,Davidson,<= 200% of Poverty,58404
2204,2014,Davidson,<= 250% of Poverty,69092
2205,2014,Davidson,<= 138% of Poverty,40841
2206,2014,Davidson,<= 400% of Poverty,84056
2207,2014,Davidson,138% to 400% of Poverty,43215
2208,2014,Decatur,All Incomes,1445
2209,2014,Decatur,<= 200% of Poverty,969
2210,2014,Decatur,<= 250% of Poverty,1117
2211,2014,Decatur,<= 138% of Poverty,719
2212,2014,Decatur,<= 400% of Poverty,1334
2213,2014,Decatur,138% to 400% of Poverty,615
2214,2014,DeKalb,All Incomes,2822
2215,2014,DeKalb,<= 200% of Poverty,1892
2216,2014,DeKalb,<= 250% of Poverty,2224
2217,2014,DeKalb,<= 138% of Poverty,1378
2218,2014,DeKalb,<= 400% of Poverty,2639
2219,2014,DeKalb,138% to 400% of Poverty,1261
2220,2014,Dickson,All Incomes,6053
2221,2014,Dickson,<= 200% of Poverty,3771
2222,2014,Dickson,<= 250% of Poverty,4452
2223,2014,Dickson,<= 138% of Poverty,2555
2224,2014,Dickson,<= 400% of Poverty,5482
2225,2014,Dickson,138% to 400% of Poverty,2927
2226,2014,Dyer,All Incomes,3928
2227,2014,Dyer,<= 200% of Poverty,2523
2228,2014,Dyer,<= 250% of Poverty,2931
2229,2014,Dyer,<= 138% of Poverty,1867
2230,2014,Dyer,<= 400% of Poverty,3612
2231,2014,Dyer,138% to 400% of Poverty,1745
2232,2014,Fayette,All Incomes,3880
2233,2014,Fayette,<= 200% of Poverty,2256
2234,2014,Fayette,<= 250% of Poverty,2691
2235,2014,Fayette,<= 138% of Poverty,1587
2236,2014,Fayette,<= 400% of Poverty,3365
2237,2014,Fayette,138% to 400% of Poverty,1778
2238,2014,Fentress,All Incomes,2331
2239,2014,Fentress,<= 200% of Poverty,1677
2240,2014,Fentress,<= 250% of Poverty,1917
2241,2014,Fentress,<= 138% of Poverty,1224
2242,2014,Fentress,<= 400% of Poverty,2207
2243,2014,Fentress,138% to 400% of Poverty,983
2244,2014,Franklin,All Incomes,4261
2245,2014,Franklin,<= 200% of Poverty,2660
2246,2014,Franklin,<= 250% of Poverty,3169
2247,2014,Franklin,<= 138% of Poverty,1858
2248,2014,Franklin,<= 400% of Poverty,3892
2249,2014,Franklin,138% to 400% of Poverty,2034
2250,2014,Gibson,All Incomes,5185
2251,2014,Gibson,<= 200% of Poverty,3276
2252,2014,Gibson,<= 250% of Poverty,3837
2253,2014,Gibson,<= 138% of Poverty,2343
2254,2014,Gibson,<= 400% of Poverty,4737
2255,2014,Gibson,138% to 400% of Poverty,2394
2256,2014,Giles,All Incomes,3285
2257,2014,Giles,<= 200% of Poverty,2122
2258,2014,Giles,<= 250% of Poverty,2469
2259,2014,Giles,<= 138% of Poverty,1525
2260,2014,Giles,<= 400% of Poverty,3031
2261,2014,Giles,138% to 400% of Poverty,1506
2262,2014,Grainger,All Incomes,2997
2263,2014,Grainger,<= 200% of Poverty,2040
2264,2014,Grainger,<= 250% of Poverty,2345
2265,2014,Grainger,<= 138% of Poverty,1447
2266,2014,Grainger,<= 400% of Poverty,2782
2267,2014,Grainger,138% to 400% of Poverty,1335
2268,2014,Greene,All Incomes,8054
2269,2014,Greene,<= 200% of Poverty,5295
2270,2014,Greene,<= 250% of Poverty,6193
2271,2014,Greene,<= 138% of Poverty,3850
2272,2014,Greene,<= 400% of Poverty,7512
2273,2014,Greene,138% to 400% of Poverty,3662
2274,2014,Grundy,All Incomes,1776
2275,2014,Grundy,<= 200% of Poverty,1274
2276,2014,Grundy,<= 250% of Poverty,1447
2277,2014,Grundy,<= 138% of Poverty,977
2278,2014,Grundy,<= 400% of Poverty,1672
2279,2014,Grundy,138% to 400% of Poverty,695
2280,2014,Hamblen,All Incomes,8690
2281,2014,Hamblen,<= 200% of Poverty,5867
2282,2014,Hamblen,<= 250% of Poverty,6776
2283,2014,Hamblen,<= 138% of Poverty,4392
2284,2014,Hamblen,<= 400% of Poverty,8102
2285,2014,Hamblen,138% to 400% of Poverty,3710
2286,2014,Hamilton,All Incomes,37436
2287,2014,Hamilton,<= 200% of Poverty,23202
2288,2014,Hamilton,<= 250% of Poverty,27305
2289,2014,Hamilton,<= 138% of Poverty,16612
2290,2014,Hamilton,<= 400% of Poverty,33654
2291,2014,Hamilton,138% to 400% of Poverty,17042
2292,2014,Hancock,All Incomes,774
2293,2014,Hancock,<= 200% of Poverty,579
2294,2014,Hancock,<= 250% of Poverty,643
2295,2014,Hancock,<= 138% of Poverty,462
2296,2014,Hancock,<= 400% of Poverty,742
2297,2014,Hancock,138% to 400% of Poverty,280
2298,2014,Hardeman,All Incomes,2552
2299,2014,Hardeman,<= 200% of Poverty,1762
2300,2014,Hardeman,<= 250% of Poverty,2022
2301,2014,Hardeman,<= 138% of Poverty,1316
2302,2014,Hardeman,<= 400% of Poverty,2399
2303,2014,Hardeman,138% to 400% of Poverty,1083
2304,2014,Hardin,All Incomes,3118
2305,2014,Hardin,<= 200% of Poverty,2124
2306,2014,Hardin,<= 250% of Poverty,2411
2307,2014,Hardin,<= 138% of Poverty,1562
2308,2014,Hardin,<= 400% of Poverty,2884
2309,2014,Hardin,138% to 400% of Poverty,1322
2310,2014,Hawkins,All Incomes,5824
2311,2014,Hawkins,<= 200% of Poverty,3741
2312,2014,Hawkins,<= 250% of Poverty,4406
2313,2014,Hawkins,<= 138% of Poverty,2651
2314,2014,Hawkins,<= 400% of Poverty,5369
2315,2014,Hawkins,138% to 400% of Poverty,2718
2316,2014,Haywood,All Incomes,2161
2317,2014,Haywood,<= 200% of Poverty,1472
2318,2014,Haywood,<= 250% of Poverty,1677
2319,2014,Haywood,<= 138% of Poverty,1046
2320,2014,Haywood,<= 400% of Poverty,2009
2321,2014,Haywood,138% to 400% of Poverty,963
2322,2014,Henderson,All Incomes,3190
2323,2014,Henderson,<= 200% of Poverty,2041
2324,2014,Henderson,<= 250% of Poverty,2401
2325,2014,Henderson,<= 138% of Poverty,1435
2326,2014,Henderson,<= 400% of Poverty,2927
2327,2014,Henderson,138% to 400% of Poverty,1492
2328,2014,Henry,All Incomes,3813
2329,2014,Henry,<= 200% of Poverty,2479
2330,2014,Henry,<= 250% of Poverty,2899
2331,2014,Henry,<= 138% of Poverty,1764
2332,2014,Henry,<= 400% of Poverty,3513
2333,2014,Henry,138% to 400% of Poverty,1749
2334,2014,Hickman,All Incomes,3001
2335,2014,Hickman,<= 200% of Poverty,2009
2336,2014,Hickman,<= 250% of Poverty,2309
2337,2014,Hickman,<= 138% of Poverty,1362
2338,2014,Hickman,<= 400% of Poverty,2758
2339,2014,Hickman,138% to 400% of Poverty,1396
2340,2014,Houston,All Incomes,949
2341,2014,Houston,<= 200% of Poverty,649
2342,2014,Houston,<= 250% of Poverty,739
2343,2014,Houston,<= 138% of Poverty,478
2344,2014,Houston,<= 400% of Poverty,879
2345,2014,Houston,138% to 400% of Poverty,401
2346,2014,Humphreys,All Incomes,2039
2347,2014,Humphreys,<= 200% of Poverty,1260
2348,2014,Humphreys,<= 250% of Poverty,1495
2349,2014,Humphreys,<= 138% of Poverty,890
2350,2014,Humphreys,<= 400% of Poverty,1854
2351,2014,Humphreys,138% to 400% of Poverty,964
